Address,Street,City,State,ZipCode,zpid,url,hasImage,status,soldPrice,beds,baths,area,latitude,longitude,isZillowOwned,soldDate,Type,lotArea,lotAreaUnits,taxAssessedValue,yearBuilt,livingArea,hoaFee,sunScore,buildFactor,climateFactor,electricityFactor,solarFactor,description,suburb,hasCooling,cooling,heating,parkingCapacity,parkingLocation,garageCapacity,basement,flooring,view,stories,porch,pricePerSquareFoot,roof,style,listDate,listPrice,walk_score,transit_score,bike_score
"350 Lamont Pl, Pittsburgh, PA 15232",350 Lamont Pl,Pittsburgh,PA,15232,11624843,https://www.zillow.com/homedetails/350-Lamont-Pl-Pittsburgh-PA-15232/11624843_zpid/,TRUE,SOLD,260500,2,1,1032,40.455826,-79.92715,FALSE,5/7/2021,SINGLE_FAMILY,0,sqft,94600,1900,1032,0,NA,NA,NA,NA,NA,"LOCATION, LOCATION, LOCATION! Adorable 2 bedroom town house in prime Shadyside location. Recently replaced windows and freshly painted throughout with todays popular color. There are new light fixtures. The large living room has exposed hardwood floors and decorative fire place with exposed brick. The eat in kitchen also has exposed hardwood floors and decorative fire place as well as  custom kitchen cabinets. Kitchen leads to bright, sun filled dining room which could be used as cheery home office. From the dining room/office step out to the private back patio. Second floor has two nice size bedrooms and exposed brick walls above closed off fire places. Second floor has the bathroom. The home is just around the corner from South Highland Shops and restaurants as well as Ellsworth and Walnut Shopping Districts, universities and hospital. Steps to Bakery Square and to all East End amenities.",Shadyside,TRUE,Window A/C,"Natural Gas,Forced Air",0,On Street,NA,FALSE,"Ceramic Tile,Hardwood,Wall to Wall,Carpet",FALSE,2,,252,Asphalt,Row,3/17/2021,249900,93,69,65
"5537 Ellsworth Ave, Pittsburgh, PA 15232",5537 Ellsworth Ave,Pittsburgh,PA,15232,11525427,https://www.zillow.com/homedetails/5537-Ellsworth-Ave-Pittsburgh-PA-15232/11525427_zpid/,TRUE,SOLD,470000,NA,0,NA,40.454327,-79.93395,FALSE,4/30/2021,MULTI_FAMILY,NA,NA,348400,1910,NA,0,90.01,77.6,6.06,2.91,3.44,"VERY DESIRABLE LOCATION!!  In the Heart of Shadyside, no need for a Car!  Everything within walking distance, Universities, Restaurants, Hospitals, Stores, Entertainment, Bike Rental, Bus Stop, Etc.!!  Great Investment property and easy rental for years to come!!   All 3 Units are occupied out with long term tenants!  Has Separate Utilities!  Newly Fenced in Back yard, property has been well maintained inside and out!",Shadyside,NA,,,0,On Street,NA,FALSE,,FALSE,NA,,NA,Asphalt,,3/19/2021,479000,91,72,66
"5036 Amberson Pl, Pittsburgh, PA 15232",5036 Amberson Pl,Pittsburgh,PA,15232,11529112,https://www.zillow.com/homedetails/5036-Amberson-Pl-Pittsburgh-PA-15232/11529112_zpid/,TRUE,SOLD,2600000,4,5,NA,40.449657,-79.94136,FALSE,4/23/2021,SINGLE_FAMILY,NA,NA,1465400,1916,NA,0,76.41,64,6.06,2.91,3.44,"Modern luxury in a Benno Janssen designed classic home. This tastefully renovated masterpiece is located on one of West Shadyside's most coveted cul-de-sacs. Idyllic gardens and lush mature landscaping offer privacy and tranquility in an unbeatable location. Redefining timeless architecture, this home has been meticulously and fully renovated with exquisite finishes and state-of-the art design. A gracious double height entry with a statement chandelier welcomes you. A new chef's kitchen with beautiful French doors features top of the line SubZero, Wolf and Thermador appliances, crisp white cabinetry, a large island and dazzling countertops. The sumptuous owner's suite with fireplace features a marble bath and custom dressing room.  Three additional bedrooms and lovely baths make this a perfect home.",Shadyside,TRUE,Central Air,"Natural Gas,Forced Air",2,"Detached,Garage Door Opener",NA,FALSE,"Hardwood,Tile,Wall to Wall,Carpet",FALSE,2,,NA,Asphalt,Other,3/1/2021,2690000,72,72,81
"352 Roup Ave, Pittsburgh, PA 15232",352 Roup Ave,Pittsburgh,PA,15232,11524496,https://www.zillow.com/homedetails/352-Roup-Ave-Pittsburgh-PA-15232/11524496_zpid/,TRUE,SOLD,436000,3,2,1550,40.460133,-79.93566,FALSE,4/23/2021,SINGLE_FAMILY,5388.372,sqft,160000,1941,1550,0,84.41,72,6.06,2.91,3.44,"Sellers hate to leave! Integral garage + driveway for 2nd car, big fenced flat yard backs onto Olga Way (alley access, more potential off-street parking), professional landscaping (lots of flowers + magnolia tree), new retaining wall, covered front porch above street. Tiled entry mudroom + closet, original hardwood floors, lots of natural light, arched door openings, 1st floor laundry with new machines. Kitchen with new JennAir appliances, easy access to grilling patio and herb garden, kitchen open to dining room with original corner cabinet. Lots of closet space. Custom bathroom floor tile + soaking tub. 3rd BR is on the 1st Fl for aging in place or potential in-law suite. Bright, dry basement for workshop, studio, home gym. Upgraded Anderson windows, smart thermostat, video doorbell. 3 grocery stores nearby, half a block from Montessori school, 1/2 block from Baum Grove parklet, near Friendship Parklet. Wow! Cute, surprisingly roomy but cozy in an absolutely ideal location.",Friendship,TRUE,Central Air,"Natural Gas,Forced Air",1,Garage,NA,FALSE,"Ceramic Tile,Hardwood,Laminate",FALSE,2,,281,Asphalt,Contemporary,2/17/2021,400000,92,69,62
"817 Maryland Ave, Pittsburgh, PA 15232",817 Maryland Ave,Pittsburgh,PA,15232,11628844,https://www.zillow.com/homedetails/817-Maryland-Ave-Pittsburgh-PA-15232/11628844_zpid/,TRUE,SOLD,750000,4,4,NA,40.45232,-79.92827,FALSE,4/23/2021,SINGLE_FAMILY,NA,NA,249700,1895,NA,0,88.41,76,6.06,2.91,3.44,"Completely updated and lovingly restored house in the heart of Shadyside! Original stained glass, woodwork & moldings combine with updated amenities throughout. Stunning kitchen with white cabinets, chrome fixtures, farmhouse sink, quartz counters, big pantry and center island with seating. 5 burner stove, drawer microwave, stainless DW & refrigerator with craft icemaker. Bright and open living & dining rooms with pretty mantels and dec FPs. 1st fl powder room. Second floor features 2 bedrooms, 2 full baths & big bonus room for laundry. Primary suite on 2nd has bay window seat, 2 closets, new ensuite full bath with marble vanity, double sinks, encaustic tile floor. Third floor features 2 more bedrooms, full bath PLUS a dedicated office - perfect WFH space! Big, level fenced in-yard and trex deck great for outdoor entertaining. Amazing location near Walnut & Highland shops & restaurants, easy access to hospitals, universities, Bakery Sq. Move-in ready and lovely to call home!",Shadyside,TRUE,Central Air,"Natural Gas,Forced Air",1,Off Street,NA,FALSE,"Hardwood,Tile,Wall to Wall",FALSE,3,,NA,,Victorian,3/10/2021,698000,89,70,85
"Garnett, Pittsburgh, PA 15232",Garnett,Pittsburgh,PA,15232,316691760,https://www.zillow.com/homedetails/Garnett-Pittsburgh-PA-15232/316691760_zpid/,NA,SOLD,3800000,NA,NA,3689,40.452477,-79.93187,FALSE,4/22/2021,SINGLE_FAMILY,798.5199954,acres,1287589,NA,3689,0,NA,NA,NA,NA,NA,"Garnett, Pittsburgh, PA 15232 is a single family home that contains 3,689 sq ft. This home last sold for $3,800,000 in April 2021. 
 
The Rent Zestimate for this home is $5,605/mo. ",Shadyside,FALSE,,,0,,NA,FALSE,,FALSE,NA,,1030,,,NA,NA,69,62,86
"713 Saint James St, Pittsburgh, PA 15232",713 Saint James St,Pittsburgh,PA,15232,11528716,https://www.zillow.com/homedetails/713-Saint-James-St-Pittsburgh-PA-15232/11528716_zpid/,TRUE,SOLD,1700000,5,5,4852,40.451138,-79.93672,FALSE,4/22/2021,SINGLE_FAMILY,5898.024,sqft,796000,1880,4852,0,NA,NA,NA,NA,NA,,Shadyside,NA,,Natural Gas,2,"Detached,Garage Door Opener",NA,FALSE,"Hardwood,Wall to Wall",FALSE,3,,350,,Victorian,1/29/2021,1799000,86,72,87
"707 Amberson Ave, Pittsburgh, PA 15232",707 Amberson Ave,Pittsburgh,PA,15232,11528625,https://www.zillow.com/homedetails/707-Amberson-Ave-Pittsburgh-PA-15232/11528625_zpid/,TRUE,SOLD,2500000,3,5,6732,40.450428,-79.94001,FALSE,4/21/2021,SINGLE_FAMILY,0.271717172,acres,1038800,1924,6732,0,90.81,78.4,6.06,2.91,3.44,"A magnificent property entirely renovated over a 2 year period, 7,000 s.f. of pure opulence. Current owners added on, completely refurbished the interior, replaced all mechanical & electrical systems & roof & windows. The front courtyard, rear pergola & privacy walls offer the perfect backdrop for exquisite entertaining. Grand foyer offers a lighted dome feature. Tuscan inspired kitchen, banquet sized dining room & well-appointed Butler’s pantry. Unique features include a charming telephone booth, the original safe is converted into a charming bar area. The 2nd floor offers BR suites, laundry, library/study & den. The owner’s wing includes a palatial en-suite bath w/ adjacent dueling closets, plus a walk-in cedar closet & private back staircase & elevator. Show stopper lower level w/ fully equipped bar, billiard area, powder room, wine cellar & tasting area.  2 1/2  car attached garage & 5 wood burning fireplaces. Private gated estate in a desirable location just steps to Walnut Street",Shadyside,TRUE,Central Air,"Natural Gas,Hot Water",2,Attached,NA,FALSE,"Hardwood,Other",FALSE,2,,371,Tile,Chalet,9/27/2020,3650000,82,72,62
"5428 Howe St, Pittsburgh, PA 15232",5428 Howe St,Pittsburgh,PA,15232,11529383,https://www.zillow.com/homedetails/5428-Howe-St-Pittsburgh-PA-15232/11529383_zpid/,TRUE,SOLD,580000,3,3,2290,40.44994,-79.933754,FALSE,4/20/2021,TOWNHOUSE,2233.764,sqft,333200,1920,2290,0,90.81,78.4,6.06,2.91,3.44,"For those who want to step out their front door to chic Shadyside's shopping and dining, this stately Victorian townhome will be quite appealing. High ceilings, generous room sizes, beautiful hardwood floors, architectural niceties , tons of charm, brand new state of the art master bath, fully equipped eat in kitchen with Sub Zero refrigerator and gas stove, charming courtyard and a detached garage are just a few of the special features of this lovely home. Click on the virtual tour to see a 3D virtual tour, floor plans and additional photos of the property.",Shadyside,TRUE,Central Air,"Natural Gas,Forced Air",1,"Detached,Garage Door Opener",NA,FALSE,"Ceramic Tile,Hardwood",FALSE,3,,253,Composition,Victorian,12/28/2020,675000,91,71,58
"340 Lamont Pl, Pittsburgh, PA 15232",340 Lamont Pl,Pittsburgh,PA,15232,11624838,https://www.zillow.com/homedetails/340-Lamont-Pl-Pittsburgh-PA-15232/11624838_zpid/,TRUE,SOLD,344000,3,2,1795,40.456146,-79.92711,FALSE,4/15/2021,SINGLE_FAMILY,0,sqft,265700,1900,1795,0,86.01,73.6,6.06,2.91,3.44,"Centrally located in the heart of Shadyside, 340 Lamont offers a short walk to all of the best shopping and dining destinations in the east end. Entertain on the back deck, or enjoy winter evenings from the hot tub! This lovingly maintained home has many updates throughout including new carpeting, and numerous mechanical updates including a new furnace, AC, hot water heater, and dryer.",Shadyside,TRUE,Central Air,Natural Gas,0,NA,NA,FALSE,,FALSE,3,,192,Asphalt,,10/21/2020,399000,93,69,65
"5867 Ellsworth Ave, Pittsburgh, PA 15232",5867 Ellsworth Ave,Pittsburgh,PA,15232,242629822,https://www.zillow.com/homedetails/5867-Ellsworth-Ave-Pittsburgh-PA-15232/242629822_zpid/,TRUE,SOLD,398000,3,2,2040,40.45768,-79.928734,FALSE,4/15/2021,SINGLE_FAMILY,3484,sqft,3900,1880,2040,0,75.61,63.2,6.06,2.91,3.44,"Currently zoned LNC and used as retail with plenty of potential to convert back to single/multi family. Plenty of parking as well as other residential in this mixed use part of Shadyside. This late 19th Century building features: carved french doors, modern, high ceilings, 4 brick fireplaces. Ideal for 1st floor business & living above on floors 2&3 with exterior back stairs in addition to integral staircase. 1st 2 floors are approx 800 sq-ft each. Great basement with both interior/exterior access. 1/2 baths currently on 1st & 2nd floors. All 4 floors equipped w/commercial sprinkler system. Off street parking of 3-6 spaces depending on layout/code. Side of property is perfect for outdoor tables/seating/courtyard. Located in Shadyside/East End w/nearby Whole Foods & Business Districts of East Liberty, Highland & Bakery Square. Ellsworth is home many popular restaurants, coffee shops, home decor & clothing retail shops, veterinarian, Jeweler, pet shop / many other retail establishments.",Shadyside,FALSE,,,6,NA,NA,FALSE,,FALSE,NA,,195,,,10/11/2020,489000,96,70,96
"628 Copeland St, Pittsburgh, PA 15232",628 Copeland St,Pittsburgh,PA,15232,11528669,https://www.zillow.com/homedetails/628-Copeland-St-Pittsburgh-PA-15232/11528669_zpid/,TRUE,SOLD,535000,2,3,1512,40.452145,-79.93568,FALSE,4/10/2021,SINGLE_FAMILY,0,sqft,229200,1961,1512,0,88.41,76,6.06,2.91,3.44,"Amazing treasure of a home nestled right in the middle of trendy Shadyside's restaurant, shopping and dining district. Picture perfect with new mechanics, gleaming hardwood, new windows, new sewer line, detached garage, lush fenced garden, and best of all a totally renovated lower level mother-in-law suite with full kitchen, new bath and separate access from outside. Super sophisticated security system. Do not miss this move in residence.",Shadyside,TRUE,Central Air,"Natural Gas,Forced Air",1,"Detached,Garage Door Opener",NA,FALSE,"Ceramic Tile,Hardwood",FALSE,2,,354,Composition,Contemporary,9/8/2020,565000,94,73,90
"321 Spahr St, Pittsburgh, PA 15232",321 Spahr St,Pittsburgh,PA,15232,11624830,https://www.zillow.com/homedetails/321-Spahr-St-Pittsburgh-PA-15232/11624830_zpid/,TRUE,SOLD,635000,5,4,2523,40.45648,-79.927246,FALSE,4/9/2021,SINGLE_FAMILY,0,sqft,298100,1910,2523,0,85.21,72.8,6.06,2.91,3.44,"Newly Remodeled Victorian in the Heart of Shadyside! Fantastic Front Porch w/Double Door leads to a Vestibule. The Entry has a Beautiful Detailed Staircase & Hardwood Floors flow through the Open Floor Plan. The Kitchen is well equipped w/New Modern Farmhouse Style Cabinetry, Stainless Appliances, Quartz Counters, Exquisite Backsplash, Farmers Sink & Center Island. 1st Fl Laundry! Lots of character w/Unique Light Fixtures, Shiplap Walls & 3 Deco Fireplaces. 2nd Fl Owners Retreat is inviting w/a Soaking Tub on a Beautiful Tiled Focal Wall. The New Rain Shower & Double Vanity are more great Features. 2 Additional Bedrooms & Full Bath on the 2nd Floor. The 3rd Floor has an addition 2 Bedrooms, 1 currently set up as a Family Room & Full Bath. Nice Backyard w/Covered Back Porch. New Dual Furnace & AC w/Ductwork, Windows, Electric & Plumbing. New Sewer Line. 2 Car Off Street Parking, Blocks from Walnut & Ellsworth Street Shops & Restaurants. Easy Access to Downtown & Universities-Move On in!",Shadyside,TRUE,Central Air,Natural Gas,2,Off Street,NA,FALSE,"Ceramic Tile,Hardwood,Wall to Wall,Carpet",FALSE,3,,252,Asphalt,Victorian,2/27/2021,625000,96,70,94
"7 Shadyside Ln, Pittsburgh, PA 15232",7 Shadyside Ln,Pittsburgh,PA,15232,11528322,https://www.zillow.com/homedetails/7-Shadyside-Ln-Pittsburgh-PA-15232/11528322_zpid/,TRUE,SOLD,763250,4,3,2600,40.450497,-79.94204,FALSE,4/5/2021,SINGLE_FAMILY,0,sqft,480000,1951,2600,0,88.41,76,6.06,2.91,3.44,"Looks can be very deceiving! Situated on a cul-de-sac in West Shadyside sits the perfect Cape Cod with unexpected space for everyone & everything! As you enter, you will be greeted by the spacious Living & Dining Room. The fully equipped kitchen is laid out so guests can either watch or talk with the cook from either the breakfast ""booth"" or from the other side of the counter-both perfect spots to give the Cook their space!  Step down 2 steps to the Family Room & you may never want to leave.  With the vaulted ceiling with tall windows to the double doors to the deck/yard, you will never feel shut in.  There's also spiral stairs from the Family Room that lead down to the huge Game Room that any Kid/Teen would love with enough space for video gaming, pool/ping pong table, or, for the grown ups, how about a poker table? There is an extra ""Bedroom"" & full bath in the Lower Level that any guest would never want to leave!  The bedroom space is flexible with 2 on the main floor & 2 upstairs",Shadyside,TRUE,Central Air,"Natural Gas,Forced Air",2,"Garage,Garage Door Opener",NA,FALSE,"Hardwood,Wall to Wall,Carpet",FALSE,2,,294,Tile,Cape Cod,12/23/2020,825000,78,72,66
"615 S Aiken Ave, Pittsburgh, PA 15232",615 S Aiken Ave,Pittsburgh,PA,15232,11528660,https://www.zillow.com/homedetails/615-S-Aiken-Ave-Pittsburgh-PA-15232/11528660_zpid/,TRUE,SOLD,750000,5,4,NA,40.45233,-79.93621,FALSE,4/1/2021,SINGLE_FAMILY,NA,NA,545000,1920,NA,0,85.21,72.8,6.06,2.91,3.44,"Stunning, fully updated, well maintained home in the heart of Shadyside! A few blocks to Walnut St. shops and restaurants, also close to hospitals, universities and public transportation! Features upscale finishes, yet thoughtfully designed to retain original warmth and charm. Spacious open foyer w/custom stained glass, pocket doors from the living room and dining room, 2 exposed brick gas fireplaces, open gourmet kitchen w/ quartz counters and SS appliances, 1st fl laundry/powder room, mudroom w/custom storage shelves, fenced back yard oasis, w/ custom water feature, deck, detached 1 car gar w/parking pad. Master suite with custom bath and spacious walk-in closet.  There are 4 more bedrooms and 2 full, updated baths! Beauty is more than skin deep: plumbing, electrical system, roof, windows, insulation, and HVAC have all been updated! LED lighting throughout, refinished hard wood floors, and recent neutral, interior paint! Unsurpassed location & quality! Colfax & Allderdice!",Shadyside,TRUE,"Central Air,Electric","Natural Gas,Forced Air",2,"Detached,Off Street,Garage Door Opener",NA,FALSE,"Ceramic Tile,Hardwood",FALSE,3,,NA,Asphalt,Other,3/3/2021,749000,92,72,64
"5972 Alder St, Pittsburgh, PA 15232",5972 Alder St,Pittsburgh,PA,15232,11624898,https://www.zillow.com/homedetails/5972-Alder-St-Pittsburgh-PA-15232/11624898_zpid/,TRUE,SOLD,546300,NA,0,NA,40.45696,-79.9262,FALSE,4/1/2021,MULTI_FAMILY,NA,NA,215000,1900,NA,0,92.41,80,6.06,2.91,3.44,"Endless opportunities, five-star location!  Currently two-unit income-gen property, with many options.  Keep it as two rental units with near-zero vacancies and continue rent increases every time the tenants change.  OR live in one & .  OR remove the wall separating the 1st fl unit with the entry to the upper unit(s) and restore the original foyer, returning the house to its single-family glory days!  No matter how you slice it, this property can truly meet almost ANY need!  1st floor apt includes fully-equipped and updated EIK and full bath, living room & bedroom & tall pocket doors!   Beautiful upstairs unit includes 3 bedrooms, newer kitchen and 2 full baths, living room and separate dining room. Potential off-street parking in rear while still having a beautiful yard!  Blocks to Bakery Square, the shops on Highland, and Walnut Street’s restaurants & shops. MANY convenient bus lines. Rents could be higher!",Shadyside,NA,,,2,On Street,NA,FALSE,,FALSE,NA,,NA,Other,,44230,549900,93,69,64
"5023 Castleman St, Pittsburgh, PA 15232",5023 Castleman St,Pittsburgh,PA,15232,11529114,https://www.zillow.com/homedetails/5023-Castleman-St-Pittsburgh-PA-15232/11529114_zpid/,TRUE,SOLD,885000,5,4,3415,40.449272,-79.94169,FALSE,3/26/2021,SINGLE_FAMILY,0,sqft,6.00E+05,1900,3415,0,91.61,79.2,6.06,2.91,3.44,"Truly stunning brick home located in desirable West Shadyside. Upon entering, the beauty and quality of the woodwork in the foyer are simply beautiful. To your right, you flow into the spacious living room with lovely fireplace w/ original features. The high ceilings and abundance of natural light are sure to please as well. The dining room is located just thru the foyer and offers plenty of space w/ large windows, perfect for family dinners and gatherings. Attached to the dining room is the stunning, remodeled kitchen, featuring gorgeous granite counters, updated appliances and a perfect kitchen island. A powder room is also located on this first floor. Upstairs, you will find two tastefully renovated bathrooms (one in the master bedroom), with a third bathroom on the third floor. The master bedroom is simply perfect with a ton of space and a huge walk-in closet. Each bedroom offers generous space and the bonus room can act as a great home office. Truly a terrific home!",Shadyside,TRUE,Central Air,"Natural Gas,Forced Air",1,Detached,NA,FALSE,"Hardwood,Tile,Wall to Wall,Carpet",FALSE,3,,259,Slate,Victorian,6/30/2020,1250000,72,72,81
"511 Ivy St, Pittsburgh, PA 15232",511 Ivy St,Pittsburgh,PA,15232,11525253,https://www.zillow.com/homedetails/511-Ivy-St-Pittsburgh-PA-15232/11525253_zpid/,TRUE,SOLD,451900,3,2,NA,40.45524,-79.93393,FALSE,3/17/2021,SINGLE_FAMILY,NA,NA,311400,1937,NA,0,58.81,46.4,6.06,2.91,3.44,"Want move in ready? Look no further! This charmer in the heart of Shadyside has plenty of updates, both inside & out. From the covered, full length front porch, walk in & appreciate the hardwoods throughout. Enjoy the cozy living room with decorative fireplace and built-ins that opens to the dining room. The updated kitchen features white cabinets, granite counters, stainless steel appliances and tile backsplash. Upstairs, find three bedrooms & an updated full bath. Downstairs, find a finished family room w/ extra space for endless possibilities - a gameroom, office, work out area or another bedroom. An updated full bath and large laundry room complete this level. Additional features are fenced-in, flat backyard with shed and enough off-street for 3 cars. Great location. Convenient to everything. Within minutes to the shops and restaurants on Ellsworth & Walnut. Quick commute to downtown Pittsburgh, universities and public transportation.",Shadyside,TRUE,"Central Air,Electric","Natural Gas,Forced Air",3,Off Street,NA,FALSE,"Ceramic Tile,Hardwood",FALSE,2,,NA,Asphalt,,1/29/2021,449900,91,72,66
"237 Lehigh Ave, Shadyside, PA 15232",237 Lehigh Ave,Shadyside,PA,15232,246259765,https://www.zillow.com/homedetails/237-Lehigh-Ave-Shadyside-PA-15232/246259765_zpid/,TRUE,SOLD,380000,NA,0,NA,40.457657,-79.92606,FALSE,3/12/2021,MULTI_FAMILY,NA,NA,287400,1910,NA,0,81.21,68.8,6.06,2.91,3.44,"Great investment opportunity located in Shadyside. Two family, up-down Duplex with separate utilities and entries.  First floor is a 1BR,1BA, laundry room and large kitchen. Second floor is a 2BR, 1BA, large kitchen with access to the deck.   Property has a nice flat yard, 3 off street parking spaces in the rear.  Close to Pitt,CMU, the medical centers, Shopping and restaurants.",Shadyside,NA,,,3,Off Street,NA,FALSE,,FALSE,NA,,NA,,,8/6/2020,428000,95,69,64
"5899 Ellsworth Ave, Pittsburgh, PA 15232",5899 Ellsworth Ave,Pittsburgh,PA,15232,2075348990,https://www.zillow.com/homedetails/5899-Ellsworth-Ave-Pittsburgh-PA-15232/2075348990_zpid/,NA,SOLD,210000,NA,NA,NA,40.458324,-79.927635,FALSE,3/5/2021,SINGLE_FAMILY,NA,NA,NA,NA,NA,0,73.21,60.8,6.06,2.91,3.44,"5899 Ellsworth Ave, Pittsburgh, PA 15232. This home last sold for $210,000 in March 2021. 
 
The Rent Zestimate for this home is $1,986/mo. ",Shadyside,FALSE,,,0,,NA,FALSE,,FALSE,NA,,NA,,,2/1/2021,225000,93,69,65
"5316 Ellsworth Ave, Pittsburgh, PA 15232",5316 Ellsworth Ave,Pittsburgh,PA,15232,11528565,https://www.zillow.com/homedetails/5316-Ellsworth-Ave-Pittsburgh-PA-15232/11528565_zpid/,TRUE,SOLD,890000,5,4,3787,40.452374,-79.93697,FALSE,2/19/2021,SINGLE_FAMILY,4800,sqft,721100,1910,3787,0,85.21,72.8,6.06,2.91,3.44,"Sophisticated renovations blend old world charm with today’s amenities in this gracious home. Exquisite light fixtures  throughout highlight the recently painted spacious rooms with either new or refinished hardwood floors & high ceilings w crown moldings & original pocket doors. The spacious kitchen acts as the hub of the house & features granite counters & SS appliances & large island that opens to the sun splashed morning room. Enjoy hosting large gatherings in the banquet sized Dining Room, or for more casual gatherings, you'll be thrilled to have a covered back porch accessed from the family room which makes for easy inside/outside entertaining. The Owners Suite offers an en suite separate sinks, dressing table & an oversized shower. The 3rd floor offers 2 additional bedrooms w skylights/large windows, full bath w/jet tub & laundry room. The dry basement w/ epoxy floor would be the perfect spot for your home gym! *Front retaining wall to be installed 11/16*",Shadyside,TRUE,Central Air,"Natural Gas,Forced Air",2,"Garage,Garage Door Opener",NA,FALSE,Hardwood,FALSE,3,,235,Asphalt,Colonial,8/19/2020,975000,93,73,90
"5822 Holden St, Pittsburgh, PA 15232",5822 Holden St,Pittsburgh,PA,15232,11625317,https://www.zillow.com/homedetails/5822-Holden-St-Pittsburgh-PA-15232/11625317_zpid/,TRUE,SOLD,470000,NA,0,NA,40.454838,-79.92909,FALSE,2/19/2021,MULTI_FAMILY,NA,NA,190000,1910,NA,0,92.41,80,6.06,2.91,3.44,A rare opportunity of a multi-unit in well-maintained condition in the perfect location. Located in a quiet residential neighborhood but just a short walk to Walnut Street or Negley Ave. Each apartment has its own furnace and central air. All bathrooms and kitchens in clean and attractive condition. Large common front porch and large yard in rear.  Coin-op laundry in basement accessed from lobby entrance. New electric panels and circuit breakers 2020 for each apartment. Apartment 1 complete remodel 2014- Apt 2 all-appliances replaced 2018 -Apt 3. See video tour.   https://youtu.be/Kc5u2gh4hXw,Shadyside,NA,,,0,On Street,NA,FALSE,,FALSE,NA,,NA,Asphalt,,11/3/2020,479000,97,71,92
"5949 Alder St, Pittsburgh, PA 15232",5949 Alder St,Pittsburgh,PA,15232,11624836,https://www.zillow.com/homedetails/5949-Alder-St-Pittsburgh-PA-15232/11624836_zpid/,TRUE,SOLD,580000,4,4,2881,40.457417,-79.92707,FALSE,2/12/2021,SINGLE_FAMILY,0,sqft,250000,1905,2881,0,81.21,68.8,6.06,2.91,3.44,"Large Move in Ready Shadyside Home with so many Beautiful Updates! Bright with Open Floor Plan Fantastic for Entertaining. Engineered Hardwood Floors though First Floor. Recessed lights, Crown Molding, Several Original Fireplaces & Detailed Staircase work allows for a unique Mix of Old & New. The Kitchen boasts a Peninsula for stools, Glass Backsplash Tile from Counter to Ceiling adding a unique Look. New Professional Appliances including a Wine Fridge make this Kitchen a Chef's Dream. The Spacious 3rd Floor Master Suite has an Incredible Tile Shower, Separate Soaking Tub and Handsome Double Bowl Vanity. A Huge Walk in Closet is perfect for anyone with a large wardrobe. Beautiful Tile work in the 2 Second Level Full Baths. Back and Front Porch with Large Fenced in Yard give additional Outdoor Living Spaces. Less Than 1/4 Mile from Restaurants/Shops & close to Public Transportation.",Shadyside,TRUE,Central Air,Natural Gas,0,On Street,NA,FALSE,"Hardwood,Tile,Wall to Wall",FALSE,3,,201,Asphalt,,10/1/2020,625000,95,69,65
"1100 Shady Ave, Pittsburgh, PA 15232",1100 Shady Ave,Pittsburgh,PA,15232,11629214,https://www.zillow.com/homedetails/1100-Shady-Ave-Pittsburgh-PA-15232/11629214_zpid/,TRUE,SOLD,2221951,7,6,5248,40.449585,-79.92131,FALSE,2/5/2021,SINGLE_FAMILY,1.22,acres,894800,1897,5248,0,NA,NA,NA,NA,NA,"Nestled between Squirrel Hill and Shadyside, this exquisite home sits on over an acre, offering unmatched privacy in Pittsburgh’s desirable East End. Designed by prestigious architects Ingham & Boyd, this Tudor Revival maintains original character while offering modern amenities throughout. Chef’s kitchen boasts built in Sub-Zero, double french stove, oversized island, and butler’s pantry. French doors welcome you into the cozy family room adjoining the kitchen. Impressive dining room is an entertainers dream and oversized sliding glass doors lead to a slate patio and the expansive grounds. This backyard oasis is tree-lined with mature landscaping, a tennis court, and a lawn unlike any other. Formal living room abounds with light from oversized bay window and vaulted ceilings. Owner’s suite is both spacious and sophisticated with marble appointed bathroom and walk-in closet. Additional spaces include a finished basement and an updated living suite over the garage.",Squirrel Hill North,TRUE,Central Air,"Natural Gas,Forced Air",2,"Attached,Garage Door Opener",NA,FALSE,"Ceramic Tile,Hardwood,Wall to Wall,Carpet",FALSE,3,,423,Slate,,9/14/2020,2795000,59,58,62
"716 Ivy St, Pittsburgh, PA 15232",716 Ivy St,Pittsburgh,PA,15232,11528791,https://www.zillow.com/homedetails/716-Ivy-St-Pittsburgh-PA-15232/11528791_zpid/,TRUE,SOLD,562500,3,3,2258,40.45232,-79.932816,FALSE,2/4/2021,SINGLE_FAMILY,0,sqft,385400,1940,2258,0,75.61,63.2,6.06,2.91,3.44,"Find your city oasis at 716 Ivy Street. Feel the welcome of the full front porch surrounded by lush greenery before stepping into the bright, chic, open-floor plan first floor with wooden floors and an exquisite exposed brick fireplace that between the living and dining rooms. Sidle up to the open counter to admire the large, dazzling kitchen with stainless appliances and plenty of natural light. Head up to the second floor that boasts 2 bathrooms and 3 bedrooms where the sunlight in each room reflects off of the brick fireplaces. Retreat to your en suite master, where your full bath comes complete with a walk-in shower and closet system. From the second floor, climb the ladder to the finished third floor bonus space! You can't beat the location when you're steps away from the Walnut Street and Ellsworth Ave business districts, grocery stores, public transportation, hospitals, universities and a short commute to Downtown Pittsburgh.",Shadyside,TRUE,"Central Air,Electric","Natural Gas,Forced Air",2,Off Street,NA,FALSE,"Ceramic Tile,Hardwood,Wall to Wall,Carpet",FALSE,3,,249,Asphalt,,8/30/2020,650000,95,72,89
